index	g id	t id	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20
288	g124	t289	4	0	2	2	0	3	0	1	5	5	6	5	2	4	3	0	0	0	0	3
289	g124	t290	0	0	0	2	0	0	5	4	2	0	4	3	0	1	2	0	1	0	0	3
290	g124	t291	0	2	0	3	0	0	0	0	0	4	5	1	0	0	6	4	4	0	0	0
291	g124	t292	0	2	0	4	0	0	0	1	0	0	1	0	2	1	0	6	2	0	3	1
292	g124	t293	0	0	2	0	5	7	0	0	0	4	4	0	0	1	2	0	0	4	10	4
293	g124	t294	2	0	1	0	5	3	2	1	0	0	0	0	0	11	0	0	2	1	0	4
294	g124	t295	0	6	0	1	0	0	3	0	4	2	4	3	0	3	0	3	4	0	0	0
295	g124	t296	2	0	0	0	4	0	2	4	0	3	8	0	3	1	7	4	6	1	5	1
296	g125	t297	0	0	4	0	3	0	0	0	0	0	4	3	0	0	0	0	2	0	0	3
297	g125	t298	1	0	0	6	0	3	0	4	0	0	0	0	0	0	5	0	3	7	4	1
298	g125	t299	0	1	3	0	0	1	2	0	5	6	5	6	3	0	0	0	3	0	0	2
299	g125	t300	3	5	0	2	0	4	0	3	3	2	2	2	3	0	0	0	2	0	6	3
300	g125	t301	2	3	3	0	6	4	0	0	3	0	3	2	0	0	3	5	0	3	4	0
301	g125	t302	0	0	0	5	2	1	0	0	4	0	2	6	0	0	1	6	0	3	2	6
302	g125	t303	1	0	0	3	0	0	5	0	0	1	0	2	2	4	4	6	2	2	2	7
303	g125	t304	3	0	0	0	4	0	3	0	2	0	0	0	0	0	0	0	1	0	0	0
304	g125	t305	4	0	0	1	1	0	3	0	3	3	6	3	0	0	1	2	4	0	4	6
305	g125	t306	2	2	0	2	4	5	5	0	0	0	0	9	2	1	3	0	5	6	1	1
306	g125	t307	0	0	1	4	3	0	0	0	0	2	0	2	0	0	2	1	0	0	0	0
307	g125	t308	2	0	0	4	0	1	4	4	0	3	0	0	0	0	0	3	0	0	0	0
308	g125	t309	4	4	0	5	4	3	0	7	0	3	0	2	0	5	3	0	0	3	4	1
309	g126	t310	0	0	0	0	0	4	0	2	0	7	0	0	0	5	0	2	1	0	1	6
310	g126	t311	0	6	6	1	4	0	0	10	0	4	3	0	3	5	5	2	0	0	4	1
311	g126	t312	3	0	7	0	0	0	3	0	2	3	4	0	0	0	7	0	4	2	0	0
312	g126	t313	0	0	6	6	0	0	0	0	0	0	0	3	0	1	4	2	0	4	3	1
313	g126	t314	3	0	2	0	2	0	5	0	0	0	5	5	0	0	6	0	0	0	0	0
314	g126	t315	0	0	0	0	0	0	2	0	2	0	3	2	0	0	0	3	0	4	0	0
315	g126	t316	0	0	0	0	0	4	0	0	0	5	1	0	0	0	2	2	0	0	2	6
316	g126	t317	1	3	0	3	0	0	4	3	0	0	4	0	3	5	0	4	0	3	3	0
317	g126	t318	0	4	1	5	0	0	4	1	0	0	0	0	1	0	2	2	4	3	0	3
318	g126	t319	5	1	4	0	0	0	0	0	2	4	0	1	4	2	2	1	0	0	2	5
319	g126	t320	0	2	0	2	0	0	2	4	6	1	1	0	0	0	1	0	0	1	1	0
320	g126	t321	4	0	0	0	0	0	0	3	0	0	0	3	0	0	7	0	0	1	0	0
321	g126	t322	6	0	0	2	0	0	1	0	0	0	0	0	3	0	1	4	2	0	4	3
322	g126	t323	0	6	3	0	0	1	1	3	2	2	0	3	2	0	4	1	0	2	0	1
323	g126	t324	0	0	0	0	4	1	0	0	5	0	4	0	0	0	1	0	0	0	0	0
324	g127	t325	0	4	0	3	4	0	0	0	0	4	0	4	1	3	0	0	1	3	0	0
325	g127	t326	0	2	0	2	6	4	2	4	0	5	3	0	0	0	0	0	0	2	0	5
326	g127	t327	2	5	2	1	0	2	0	0	0	0	0	1	0	4	0	2	3	2	1	1
327	g127	t328	4	1	0	0	0	6	0	0	2	0	1	0	0	6	0	0	0	0	0	4
328	g127	t329	0	2	0	2	3	0	0	0	0	0	0	7	4	0	3	5	0	0	0	0
329	g127	t330	0	0	2	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	2
330	g127	t331	3	2	0	1	0	0	0	3	5	4	0	3	3	1	0	0	0	0	1	0
331	g127	t332	4	4	0	0	0	0	1	0	0	4	0	2	0	0	0	1	2	0	0	0
332	g127	t333	0	7	0	6	7	0	4	0	1	0	0	0	3	2	0	3	2	4	1	0
333	g127	t334	1	0	0	0	1	2	0	0	0	0	0	3	0	0	3	0	0	5	1	0
334	g128	t335	0	6	0	3	6	0	0	2	2	0	0	2	0	4	0	0	4	0	0	3
335	g128	t336	0	3	0	2	1	0	0	4	0	1	0	0	0	0	2	0	3	0	2	0
336	g128	t337	0	0	2	2	0	0	0	0	0	2	0	0	0	2	0	0	1	2	0	0
337	g129	t338	0	0	2	0	4	0	0	4	0	0	1	0	1	4	0	0	1	3	1	0
338	g129	t339	0	1	4	0	0	5	5	4	0	4	0	4	0	2	2	6	5	0	0	0
339	g129	t340	4	3	2	0	0	3	0	2	2	0	2	3	2	0	2	0	3	0	0	2
340	g129	t341	5	3	0	0	3	0	1	5	5	5	2	0	0	4	4	0	0	0	5	3
341	g129	t342	4	5	0	0	2	0	0	0	0	0	0	4	0	0	4	1	2	0	0	3
342	g129	t343	0	2	0	0	3	2	0	1	0	0	0	2	0	0	3	0	0	4	0	0
343	g129	t344	0	0	4	0	8	0	0	1	2	0	0	1	0	0	0	2	3	0	3	2
344	g129	t345	0	2	0	5	0	0	2	0	4	3	4	2	5	0	0	0	0	0	0	2
345	g129	t346	0	0	0	1	1	3	5	7	0	1	4	0	0	0	5	2	0	6	1	3
346	g129	t347	0	2	1	0	2	6	0	0	4	5	0	4	3	0	3	0	0	0	0	0
347	g13	t348	0	2	4	0	1	0	0	0	2	0	2	0	0	1	3	0	2	0	5	0
348	g13	t349	0	2	3	0	0	3	0	4	6	6	0	2	6	0	0	6	0	1	4	0
349	g13	t350	0	3	0	0	3	0	0	0	0	0	0	0	0	0	5	2	0	0	2	6
350	g13	t351	0	0	0	0	4	0	0	0	0	0	0	2	5	0	2	0	2	0	4	0
351	g130	t352	4	2	0	0	6	0	3	1	0	0	3	0	1	2	1	5	0	0	4	0
352	g130	t353	0	0	0	3	3	3	0	0	3	4	3	0	3	3	0	6	3	6	0	0
353	g130	t354	0	3	0	0	0	2	0	0	0	3	3	3	0	0	0	5	5	7	1	0
354	g130	t355	1	5	0	0	0	2	0	5	3	2	2	7	1	2	3	2	0	2	4	0
355	g130	t356	0	2	3	3	0	1	2	1	0	2	0	3	0	6	0	0	0	2	0	0
356	g130	t357	5	0	1	0	0	0	0	3	6	1	0	8	0	4	0	0	0	0	0	0
357	g130	t358	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
358	g130	t359	0	0	1	1	0	0	2	0	1	3	0	1	0	0	1	0	2	4	0	0
359	g130	t360	0	7	0	5	0	2	2	1	3	4	0	0	3	0	0	0	3	0	0	2
360	g130	t361	3	5	0	0	0	0	1	0	0	7	0	5	3	3	0	4	5	4	2	4
361	g130	t362	0	8	1	4	0	6	2	5	0	1	0	0	1	0	0	0	0	3	4	2
362	g130	t363	0	0	0	0	4	0	0	0	0	4	0	0	0	2	0	0	2	0	1	4
363	g130	t364	2	5	1	0	4	0	6	0	6	8	4	0	4	0	0	0	2	0	0	5
364	g131	t365	5	0	8	1	0	1	0	0	4	1	0	1	1	4	3	2	0	0	0	4
365	g131	t366	6	3	2	7	2	0	0	0	0	4	2	5	0	0	4	0	0	2	1	0
366	g131	t367	0	5	0	2	0	3	0	5	1	1	0	4	6	0	3	0	2	0	0	0
367	g131	t368	0	2	0	0	0	0	0	3	4	0	0	0	2	5	0	1	0	0	4	0
368	g131	t369	4	5	0	0	0	0	0	7	6	0	0	0	2	0	4	3	0	0	0	0
369	g131	t370	2	3	0	0	3	0	4	2	3	0	0	2	4	1	0	4	0	2	0	3
370	g131	t371	3	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	3	0	0
371	g131	t372	3	3	1	0	4	3	0	4	2	2	0	0	0	0	0	7	0	0	2	0
372	g131	t373	2	0	0	0	0	1	0	0	0	0	4	0	0	0	5	2	1	1	0	0
373	g131	t374	6	2	5	0	0	1	0	0	3	3	0	0	1	0	0	0	5	4	5	0
374	g131	t375	0	2	4	0	0	5	0	0	0	4	0	0	2	0	7	0	0	0	0	2
375	g131	t376	2	0	2	0	2	0	0	0	6	2	1	3	0	0	0	7	3	0	0	2
376	g131	t377	0	3	2	0	0	0	2	0	0	4	0	0	0	2	0	3	4	0	0	5
377	g131	t378	0	4	0	2	0	3	0	0	0	0	0	3	1	0	0	0	3	0	0	0
378	g131	t379	0	1	5	5	3	0	0	5	4	3	7	0	0	6	3	0	3	5	0	0
379	g131	t380	2	0	0	0	2	3	0	0	3	0	0	0	0	0	2	4	0	0	2	0
380	g132	t381	3	0	0	4	0	0	2	3	0	3	0	0	4	0	0	0	0	3	5	0
381	g132	t382	0	0	0	0	4	0	3	2	0	2	0	0	2	4	0	2	7	6	0	0
382	g132	t383	4	0	0	0	5	0	5	0	0	0	0	0	0	0	1	0	4	0	0	0
383	g132	t384	5	0	0	0	4	1	0	1	0	2	0	0	1	3	3	0	0	0	4	0
384	g132	t385	0	0	2	3	5	3	2	4	0	0	3	8	0	2	3	6	0	1	0	1
385	g132	t386	3	0	0	2	0	0	2	4	0	0	0	0	0	5	4	5	0	2	4	0
386	g132	t387	0	0	0	0	0	0	2	3	1	4	6	0	0	3	6	0	0	3	0	4
387	g132	t388	3	0	0	0	2	0	0	2	3	0	0	3	3	0	0	4	0	6	2	3
388	g133	t389	4	0	2	0	2	0	3	0	0	1	0	0	2	4	0	3	3	10	3	1
389	g133	t390	4	1	2	0	0	0	0	0	4	0	4	3	2	2	5	0	0	5	0	0
390	g133	t391	0	0	0	7	1	0	0	2	0	1	0	0	6	0	4	2	2	0	0	6
391	g133	t392	3	4	1	0	0	0	0	1	0	3	0	0	3	0	0	0	1	0	0	2
392	g133	t393	5	5	2	0	2	0	3	0	0	0	3	4	0	0	2	5	2	0	3	0
393	g133	t394	0	4	0	2	2	0	3	0	0	2	4	1	4	0	0	4	3	6	3	3
394	g133	t395	0	0	0	0	2	4	5	0	0	5	0	3	2	0	0	0	0	0	5	0
395	g133	t396	1	0	2	0	1	1	4	0	6	2	0	2	4	0	0	0	4	0	0	0
396	g133	t397	0	0	0	1	0	5	3	3	0	0	4	4	0	1	2	2	6	0	4	0
397	g133	t398	4	0	0	2	0	2	0	0	4	5	0	3	2	0	0	0	0	5	1	4
398	g134	t399	0	6	0	2	1	6	2	0	6	4	0	3	0	0	3	2	1	1	0	1
399	g134	t400	0	4	0	0	2	4	8	1	3	3	4	0	0	6	5	0	0	2	3	5
400	g134	t401	0	2	2	0	0	5	0	4	0	0	0	0	0	0	7	0	2	4	0	1
401	g134	t402	4	0	3	0	0	1	1	4	0	0	2	4	0	0	6	4	4	0	0	0
402	g134	t403	0	0	1	0	3	0	0	0	2	5	0	2	4	1	1	4	4	0	0	1
403	g134	t404	0	0	6	0	0	0	0	3	0	1	1	0	0	0	5	0	0	2	5	0
404	g134	t405	0	0	1	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	2	3
405	g134	t406	4	3	0	0	4	0	0	6	4	2	1	0	5	1	0	4	0	0	3	3
406	g134	t407	0	7	4	0	0	0	2	2	0	0	0	0	0	3	0	0	1	1	6	0
407	g134	t408	0	0	0	0	0	0	5	6	1	0	3	5	0	4	2	1	2	0	0	3
408	g134	t409	0	0	0	1	0	3	0	1	0	0	0	0	0	3	0	3	4	0	0	3
409	g135	t410	4	0	8	2	3	0	3	0	0	0	5	0	5	0	5	0	0	1	1	0
410	g135	t411	3	0	0	0	0	0	2	3	0	3	2	1	0	0	5	2	2	3	0	4
411	g135	t412	0	1	0	0	1	0	2	0	1	2	0	9	3	3	0	1	0	0	0	0
412	g135	t413	0	0	6	2	0	5	0	3	0	0	1	3	2	0	5	0	3	0	0	0
413	g135	t414	5	7	1	0	0	3	0	0	0	0	4	0	1	3	0	4	1	3	1	7
414	g135	t415	1	4	0	2	2	0	1	0	3	0	0	0	4	3	2	0	0	0	2	1
415	g135	t416	0	0	0	2	0	2	4	0	0	6	0	2	0	3	0	1	2	2	0	2
416	g135	t417	0	3	0	0	0	0	0	0	0	0	3	0	0	3	3	0	0	4	4	3
417	g136	t418	4	2	2	0	4	0	0	5	4	0	0	5	0	0	3	2	2	0	1	0
418	g136	t419	0	0	0	0	0	5	0	0	2	1	1	0	0	4	0	0	4	0	0	2
419	g136	t420	4	0	0	0	1	0	2	0	6	1	0	0	0	4	3	1	4	2	0	0
420	g136	t421	0	7	3	3	0	3	1	0	3	0	0	4	0	0	3	1	3	0	3	5
421	g136	t422	0	3	4	0	4	6	3	2	0	2	0	0	0	2	4	0	0	3	0	3
422	g136	t423	0	0	1	0	0	0	0	8	0	3	0	4	0	6	0	2	0	7	0	2
423	g137	t424	0	2	0	0	0	0	2	0	0	0	0	0	3	4	7	4	0	0	6	0
424	g137	t425	0	4	0	3	7	0	0	4	0	4	4	0	4	0	1	0	4	2	1	0
425	g137	t426	0	0	2	3	0	4	0	2	6	1	3	5	0	3	2	0	3	0	3	0
426	g137	t427	7	0	0	0	0	0	0	2	0	2	1	0	5	3	3	0	0	3	0	4
427	g137	t428	2	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0
428	g137	t429	3	4	0	0	2	2	4	0	4	0	0	0	0	0	0	0	0	6	0	0
429	g137	t430	0	5	4	0	0	3	2	2	4	0	1	2	0	3	4	5	4	7	4	0
430	g137	t431	0	0	0	2	0	0	0	2	9	0	0	0	0	0	1	3	0	6	0	0
431	g137	t432	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	4	0	2
432	g137	t433	0	0	0	0	3	0	3	0	1	0	0	0	0	0	0	0	0	0	4	0
433	g138	t434	0	0	1	0	2	0	0	0	0	0	3	4	2	0	0	0	0	0	0	1
434	g138	t435	4	1	3	7	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5
435	g138	t436	2	0	0	2	0	0	0	1	0	0	0	0	0	3	3	4	2	0	1	0
436	g138	t437	3	3	4	1	5	1	0	0	7	0	5	0	0	4	2	0	2	1	0	0
437	g138	t438	0	4	0	0	0	1	1	0	1	0	4	6	2	0	0	2	5	2	0	1
438	g138	t439	3	0	3	0	2	0	0	0	2	0	5	0	3	1	0	0	0	1	1	0
439	g138	t440	0	2	0	4	2	1	0	0	0	3	3	0	1	1	1	3	0	0	2	0
440	g138	t441	0	2	4	0	0	0	0	0	3	0	0	2	0	1	4	0	3	0	3	2
441	g138	t442	0	0	0	5	0	9	0	4	0	0	2	3	0	0	4	0	0	0	2	0
442	g138	t443	2	7	0	0	0	0	4	3	0	3	0	0	0	5	4	5	0	0	0	0
443	g138	t444	3	3	4	2	0	4	3	2	0	0	3	0	4	3	0	2	0	0	0	3
444	g138	t445	1	4	0	0	0	4	3	0	0	1	0	4	0	1	0	0	1	0	0	4
445	g138	t446	0	0	0	3	0	0	3	0	4	0	3	2	5	0	0	0	0	0	5	2
446	g138	t447	0	4	0	2	0	5	2	0	1	1	0	0	0	3	5	0	0	0	6	0
447	g138	t448	0	0	2	0	8	4	5	2	0	3	0	2	0	2	0	0	0	0	0	0
448	g138	t449	0	4	0	0	4	0	2	4	8	0	0	2	4	4	0	4	0	2	3	5
449	g139	t450	0	0	2	0	0	0	5	7	0	5	4	1	0	5	0	2	2	6	4	4
450	g139	t451	0	5	0	0	1	4	0	3	3	3	0	1	3	2	0	0	3	1	0	0
451	g139	t452	0	0	6	0	6	0	0	0	2	0	0	5	1	0	0	0	3	0	0	4
452	g139	t453	6	0	0	3	0	0	0	2	6	3	5	0	0	0	0	3	0	0	0	0
453	g139	t454	0	0	0	2	4	0	4	5	1	1	1	2	0	0	0	0	0	0	0	0
454	g139	t455	0	3	0	0	0	3	7	6	2	0	0	0	2	3	0	3	0	4	0	0
455	g139	t456	3	3	2	1	4	0	0	0	0	1	3	4	0	5	2	0	5	6	2	1
456	g14	t457	0	3	7	0	1	4	0	0	3	0	2	4	0	0	3	2	0	0	0	2
457	g14	t458	1	4	0	0	0	4	0	0	3	4	4	0	1	0	0	0	0	0	0	0
458	g14	t459	0	5	0	0	0	5	3	0	0	0	2	4	0	6	1	0	2	2	0	5
459	g14	t460	2	0	0	4	0	1	0	0	0	3	0	4	1	1	3	1	0	5	6	0
460	g14	t461	3	1	0	6	0	0	0	0	0	5	0	2	0	0	0	0	0	0	2	2
461	g14	t462	3	0	3	0	1	0	0	1	1	0	4	0	0	3	0	0	0	0	0	0
462	g14	t463	1	0	0	5	0	2	4	3	0	3	0	1	0	0	0	0	4	3	4	0
463	g14	t464	2	0	0	0	2	3	0	4	1	3	2	0	1	0	0	0	0	0	2	2
464	g14	t465	0	0	0	5	0	3	0	0	0	3	0	0	2	0	3	0	1	0	0	0
465	g14	t466	2	0	0	0	5	3	4	4	0	3	5	0	3	0	0	3	0	2	4	0
466	g140	t467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
467	g140	t468	4	0	0	0	3	0	3	2	2	0	0	4	0	5	1	3	0	3	0	0
468	g140	t469	6	2	0	4	0	0	5	4	3	3	5	0	0	0	2	0	0	1	2	0
469	g140	t470	0	0	5	7	0	0	0	4	4	6	5	5	0	0	4	0	0	3	0	5
470	g140	t471	0	2	0	0	0	4	0	2	0	0	3	0	0	4	5	1	0	0	2	2
471	g140	t472	0	3	0	0	1	2	0	0	0	1	3	3	0	3	0	0	3	1	0	0
472	g140	t473	3	5	4	0	3	2	4	5	0	2	0	1	0	1	3	0	2	0	0	4
473	g140	t474	1	0	0	0	0	0	2	0	0	0	3	8	4	1	3	0	0	0	0	5
474	g140	t475	0	4	0	0	0	0	2	0	4	0	6	2	0	0	2	0	7	0	2	0
475	g140	t476	1	0	2	0	4	0	3	5	3	4	0	0	0	0	0	0	0	0	0	0
476	g140	t477	3	4	5	0	0	0	0	0	0	7	4	1	0	0	1	1	0	2	0	0
477	g141	t478	0	0	4	4	1	3	5	0	2	4	0	0	2	0	0	2	0	3	0	0
478	g141	t479	0	5	3	2	0	2	0	0	0	4	3	5	5	0	0	0	2	0	2	4
479	g141	t480	2	1	0	0	0	0	3	1	6	6	0	0	1	0	1	0	2	0	0	0
480	g141	t481	4	0	0	3	0	1	0	0	0	0	5	0	3	1	0	1	2	0	0	3
481	g141	t482	4	4	5	7	0	0	0	0	1	3	0	3	1	0	0	0	2	0	7	3
482	g141	t483	2	3	4	4	7	0	0	0	0	2	0	0	4	3	0	0	0	0	4	2
483	g141	t484	4	3	2	0	3	2	0	0	2	0	4	0	1	0	0	0	0	0	0	5
484	g141	t485	0	2	3	0	4	0	4	0	2	4	6	1	4	0	2	0	4	0	7	3
485	g141	t486	0	0	2	3	0	0	0	0	3	1	0	0	1	2	2	0	0	0	4	2
486	g142	t487	2	1	5	3	2	0	1	0	0	2	0	3	3	0	0	0	0	0	3	0
487	g142	t488	0	1	0	4	0	0	0	0	0	3	1	0	0	6	4	0	4	0	5	3
488	g142	t489	0	3	1	3	0	0	0	2	0	0	0	0	0	0	0	4	3	2	0	3
489	g142	t490	3	2	0	0	3	0	4	0	0	0	0	3	7	0	3	2	0	5	0	0
490	g142	t491	2	0	3	0	1	1	0	8	4	4	2	0	2	4	2	3	3	0	2	0
491	g142	t492	3	4	4	0	0	4	0	0	0	0	2	0	0	3	0	0	0	0	3	3
492	g142	t493	0	0	3	8	0	0	0	1	3	0	0	2	1	0	2	0	4	0	0	3
493	g142	t494	3	3	0	1	0	1	2	4	4	7	0	4	1	0	2	4	0	5	1	1
494	g142	t495	3	3	2	0	0	1	3	0	2	1	2	0	4	5	5	0	6	0	2	0
495	g142	t496	0	2	2	0	4	3	2	1	0	0	3	2	0	3	3	2	0	0	5	3
496	g142	t497	0	0	0	0	2	4	3	0	2	1	2	0	3	0	4	0	3	0	2	1
497	g143	t498	2	4	2	0	0	0	0	0	5	6	0	0	0	4	0	1	6	1	0	3
498	g143	t499	0	4	0	2	4	0	0	0	3	0	0	2	0	0	2	0	0	0	0	1
499	g143	t500	0	0	0	3	7	2	0	1	1	2	4	2	3	1	0	6	0	0	0	1
500	g143	t501	6	0	6	5	0	0	2	3	0	0	0	4	0	3	3	0	1	0	3	0
501	g143	t502	0	5	4	0	0	0	3	0	0	3	1	3	0	3	0	0	0	3	0	0
502	g143	t503	1	5	2	4	0	0	0	5	0	0	0	4	5	0	4	2	3	0	3	0
503	g143	t504	2	1	2	0	7	5	0	0	0	0	0	2	3	2	1	0	0	2	0	0
504	g144	t505	4	5	0	0	0	0	3	0	0	4	0	6	6	0	7	0	0	0	2	1
505	g144	t506	2	0	0	0	2	0	4	3	4	2	4	0	0	2	2	1	1	1	0	0
506	g144	t507	0	1	0	5	4	0	0	0	0	0	0	0	0	4	1	0	4	3	0	0
507	g144	t508	5	0	4	4	2	5	0	0	0	4	2	5	0	0	0	1	1	0	3	6
508	g144	t509	2	0	2	0	5	0	1	0	0	0	0	0	1	0	0	3	1	0	0	0
509	g144	t510	0	0	5	6	3	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0
510	g144	t511	0	4	2	0	1	0	0	1	4	0	1	2	0	2	0	0	0	3	2	1
511	g145	t512	0	0	3	3	0	1	3	0	1	0	1	1	0	0	5	0	2	5	4	4
512	g145	t513	5	5	2	0	1	0	0	0	0	3	2	0	0	3	3	3	4	0	5	1
513	g145	t514	0	5	0	4	0	0	0	3	6	3	4	2	0	2	0	2	4	3	0	1
514	g145	t515	2	2	4	1	3	2	0	0	0	2	0	2	0	0	3	0	2	1	4	0
515	g145	t516	1	5	2	0	0	0	1	0	2	0	2	0	2	1	2	0	0	0	0	3
516	g145	t517	5	2	0	0	0	0	0	4	3	0	0	0	0	0	0	2	3	0	5	3
517	g145	t518	0	2	3	1	2	0	2	0	3	2	0	2	7	0	3	3	0	4	6	3
518	g145	t519	0	0	4	2	2	0	0	0	0	2	0	0	0	0	2	5	0	0	0	4
519	g145	t520	0	3	3	0	0	1	0	1	4	0	0	0	3	0	2	0	3	2	0	2
520	g145	t521	6	1	0	5	0	1	0	0	6	0	0	0	2	0	0	0	2	0	3	0
521	g146	t522	0	0	0	1	0	2	0	0	0	0	0	3	0	0	0	0	7	0	0	0
522	g146	t523	3	0	2	0	3	0	3	1	0	0	2	0	3	0	0	4	1	4	0	6
523	g146	t524	1	6	0	1	0	2	0	4	0	2	6	0	1	0	2	0	0	6	0	4
524	g146	t525	0	0	2	3	4	0	0	0	0	7	3	5	0	0	0	4	2	0	0	0
525	g146	t526	2	0	0	2	3	0	2	0	0	0	0	2	3	6	0	3	4	2	0	0
526	g146	t527	0	4	1	3	0	0	2	0	3	3	5	0	4	4	0	5	0	3	0	3
527	g146	t528	0	3	0	1	0	4	2	1	0	0	3	3	0	0	0	0	4	0	3	0
528	g146	t529	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	5	4	4	0
529	g146	t530	3	3	2	0	0	5	4	5	0	1	2	0	0	0	5	0	7	1	2	0
530	g146	t531	5	3	4	2	0	4	0	0	5	4	5	1	0	0	0	0	5	0	3	2
531	g146	t532	0	4	2	4	1	5	0	2	1	5	5	0	5	0	0	3	0	5	4	0
532	g147	t533	0	0	6	3	0	0	0	8	4	0	1	0	3	5	2	0	4	0	0	0
533	g147	t534	5	0	1	0	1	0	0	0	3	5	5	4	3	5	0	2	0	1	0	4
534	g147	t535	6	4	0	0	0	2	0	0	0	0	4	0	6	0	0	4	5	0	3	3
535	g147	t536	2	0	0	0	0	0	0	0	1	2	0	9	2	0	1	0	0	4	6	3
536	g147	t537	0	1	4	1	0	0	0	4	0	0	9	2	0	4	4	0	0	0	0	0
537	g147	t538	2	6	0	3	3	5	2	0	0	0	2	0	4	0	2	0	0	4	0	3
538	g147	t539	4	0	0	3	1	1	0	0	1	3	0	2	2	0	0	3	0	0	0	2
539	g147	t540	0	0	1	1	4	3	0	0	0	0	3	0	0	0	0	0	0	0	0	5
540	g147	t541	0	0	0	3	0	0	1	0	2	0	2	4	0	0	3	0	4	2	5	0
541	g147	t542	1	0	2	3	0	0	2	5	0	1	0	0	0	4	0	6	0	3	3	6
542	g147	t543	0	2	2	0	1	0	0	3	1	0	0	0	0	0	0	2	0	2	5	4
543	g147	t544	2	6	4	3	3	0	1	5	0	0	0	7	0	0	0	0	2	1	1	2
544	g147	t545	1	0	5	3	3	3	3	2	2	0	4	0	3	1	0	0	3	0	2	2
545	g148	t546	0	0	1	3	2	6	1	3	3	4	0	2	0	4	0	0	4	0	0	3
546	g148	t547	2	3	4	3	0	0	0	0	0	0	3	3	0	4	3	2	0	0	0	6
547	g148	t548	0	1	0	0	0	3	3	1	0	0	6	3	0	5	0	4	2	3	0	0
548	g148	t549	0	2	0	0	3	0	1	0	5	3	3	0	0	2	2	4	5	0	0	0
549	g148	t550	5	1	0	0	5	0	0	2	0	2	2	0	3	1	3	1	4	8	2	0
550	g148	t551	0	0	0	0	0	0	0	0	0	4	6	0	0	1	6	3	0	3	7	2
551	g149	t552	8	3	0	1	5	4	0	5	0	0	0	5	6	0	6	0	3	0	0	0
552	g149	t553	4	0	4	3	0	0	4	3	2	0	1	0	2	0	0	0	0	0	0	0
553	g149	t554	0	0	3	0	3	0	0	5	0	3	0	1	0	0	3	1	4	1	3	3
554	g149	t555	0	1	0	0	4	0	3	4	0	1	4	0	0	0	3	3	5	2	0	0
555	g149	t556	0	0	0	0	0	0	2	0	3	3	0	2	0	0	0	0	0	0	0	1
556	g149	t557	6	0	1	4	0	2	0	0	1	0	0	0	1	0	0	2	5	0	3	0
557	g149	t558	5	1	3	0	0	0	0	0	3	0	1	0	0	1	1	0	2	8	3	0
558	g149	t559	0	0	0	0	0	4	0	2	0	0	0	1	0	8	0	4	1	0	1	0
559	g149	t560	3	0	0	0	0	0	0	1	2	0	0	0	0	0	5	4	5	0	0	4
560	g15	t561	2	0	0	0	4	0	0	0	3	0	0	0	5	0	3	4	5	2	4	0
561	g15	t562	5	0	0	0	0	0	0	3	3	3	2	4	0	0	0	0	0	6	0	3
562	g15	t563	6	0	3	0	2	0	0	7	0	0	2	1	6	4	0	0	3	3	0	3
563	g15	t564	0	4	0	0	0	1	0	4	0	1	0	6	0	4	4	2	2	3	0	0
564	g15	t565	0	0	2	7	2	0	4	7	0	0	0	1	6	0	0	0	3	5	5	2
565	g15	t566	0	0	2	0	0	0	4	0	3	0	0	3	1	0	0	3	0	0	0	0
566	g15	t567	0	3	1	4	0	0	2	0	4	1	0	2	5	0	4	1	4	0	2	2
567	g15	t568	0	2	2	0	0	2	3	0	0	0	5	6	3	0	0	0	0	0	2	0
568	g150	t569	0	2	0	4	0	0	0	5	3	2	4	1	1	3	2	0	4	2	4	0
569	g150	t570	1	0	0	2	0	0	3	4	5	0	5	2	0	0	2	0	3	0	5	3
570	g150	t571	1	0	0	2	0	0	4	6	0	0	3	0	5	5	7	3	0	4	5	1
571	g150	t572	5	0	0	5	5	0	2	0	0	0	3	6	1	1	3	0	3	6	0	0
572	g150	t573	0	0	1	4	3	1	3	0	0	0	0	0	0	0	2	5	1	0	0	0
573	g151	t574	0	0	6	0	2	0	0	2	0	4	0	0	6	5	0	4	0	5	3	0
574	g151	t575	0	0	0	4	3	3	0	4	0	0	7	0	1	0	0	0	3	0	0	2
575	g151	t576	0	0	0	0	0	0	0	0	0	7	1	0	2	3	0	4	2	0	0	2
576	g151	t577	6	0	1	0	0	0	0	2	3	0	3	1	0	5	0	0	0	0	4	2
577	g151	t578	6	4	2	1	1	4	0	0	0	2	3	5	6	0	1	3	0	4	0	2
